Search_Query,Place_Name,Nickname,Date,Review_Content
뚜신빵집,,가영4247,3.20.금,"파이 콰삭하게 씹히는 게 감동적이어서 하나 먹자마자 바로 추가구매… 매일매일 빵이 달라진다는데 나중에 제주 여행 다시 오면 여기때문에 숙소를 근처로 잡아야 할듯;; ㅠㅠ 와서 먹는 동안 동네 주민분들(로 추정되는)이 정말 많이 오셨는데, 맛으로는 이미 보증됐다는 뜻 아니겠습니까,,, 아침에 딱 기분좋게 일찍 일어나서 여기 들르는 게 하루 루틴 되면 그냥 세상 사는 맛 나고 최고 좋을듯…"
뚜신빵집,,Dal95,3.7.토,"사장님이 갓 구워졌고 빵이 친절해요 :)  신상 맛집이라는 소문을 듣고 찾아갔어요 아기는 치아바타를 좋아해서 치아바타를 종류별로, 엄마는 에그타르트와 소금빵을, 아빠는 커피를 마셨어요. 커피와 빵을 즐길수 있는 자리도 있었어요. 무엇보다 빵이 너무 맛있었어요 나중에 너무 알려져서 빵 사먹기 어려워질까 나만 아는 맛집이고 싶은 곳😆"
뚜신빵집,,은조님,3.7.토,"""빵"" 이라는 간판에 이끌려 들어간... 빵 종류는 많지 않은 데 있을 건 다 있어요 커피 가격도 저렴하고 빵은 감자 치아바타 하나만 샀는데 더 살 걸 하는 후회되는 맛이에요. 썰어주신다고 해서 뜯어 먹으려고 안 썰었는데 사이즈가 점보 사이즈니 썰어준다고 할 때 그냥 ""네"" 하세요 ㅎㅎ 지나가는 길이라면 빵순이들은 꼭!!! 들리세요"
뚜신빵집,,Valeur,3.7.토,금요일 저녁 비행기 탑승하고 제주도로 날라가기 🛫 부랴부랴 렌트 후 숙소로 이동하는 중 빵순이 레이더에 똬악 걸려버린 빵집이 있었다 밤 10시 이 늦은 시간에 깜깜하다 못해 적막이 흐르는 동네에서 '빵'이라는 글자가 왜때문에 또렷이 보이는지 🥲 그렇게 나는 뚜신빵집을 만났다! 다음날 아침 눈꼽달고 쳐들어간 저희를 반갑게 맞아주셨던 친절하고 상냥하신 사장님 🫶 치아바타 종류별로 안사온 저를 원망해요 담백하고 자극적이지 않아 식사빵으로 완벽했고 초코바게트는 생각보다 밀도가 높아 굉장히 묵직하고 든든했답니다 🥖🥐🥨 다음번에는 매장에서 꼬순 빵냄새 맡으며 커피와 함께하려해요 고민하던 레몬파이 먹으러 제주도로 또 날라갈테니 뚜신빵집 잘 지켜주세요오!
뚜신빵집,,올리브소연,2.27.금,"동네빵집 오픈소식에 지인들덕에 잘 맛보다 오늘 짬내 방문해 치아바타 종류별로 담아왔네요 ,   너무 맛있는 빵집이 동네에 생겨 너무 환영합니다 !  어제 맛본 후르츠 브레드 ( 호두와 견과류 클랜베리등 이 ) 씹을수록 고소해서 손이 가서 모두 다 싹 먹었다죠 ^^  다음주 나온다는 샤워도우도 사러 곧 또 들릴께요 !"
뚜신빵집,,우주인아로,2.25.수,"오늘도 참으로 맛나게 마시고, 먹고 갑니다🙂 언제나처럼 레몬파이🍋사랑입니다💛 올리브치브 치아바타도 맛있었어요 :-) 또 올게용"
BHC치킨 제주저지점,,앞으로5240,25.12.27.토,콰삭킹 먹었는데 진짜 맛있었어요 편의점도 근처에 있어서 다른거 같이 구입하기 편해요 주차도 편합니다 친절해용~
BHC치킨 제주저지점,,슈가가,25.8.23.토,내용 없음
BHC치킨 제주저지점,,제비13,25.8.4.월,bhc 쪼아 쪼아요~~^^ 왕왕 친절 짱짱~~^^ 👍👍👍
BHC치킨 제주저지점,,무리뉴질랜드,25.6.15.일,소스가 맛있어요 순살인데 젓가락 없어서 좀 당황
BHC치킨 제주저지점,,제주토바기,25.3.16.일,여기 저지점 bhc는 처음 가봤어요 추운 날이였는데 눈도 오고 가게가 크고 그렇지는 않았지만 아늑하고 좋더라구요 테이블도 한 세 네개 있었구요 안에 따뜻하고 화장실은 밖에 야외에 있어요 앞에 차들 세우기 괜찮고 편했고 저녁에 먹으러 다녀왔었는데 사람도 조금 있더라구요 치킨은 배달 포장도 맛있지만 솔직히 가서 먹는게 제일 맛있잖아요 튀기다마자 나온 치킨은 진짜 최고였어요 뭐 먹을까 고민하다가 그냥 후라이드로 시켰고 bhc는 메뉴가 엄청 많고 다양하고 종류들도 많아서 다 먹고싶어요 치킨도 금방 나왔고 겉에는 튀김 엄청 바삭하고 안에 살은 완젼 부드럽고 촉촉하고 방금 튀긴거라 엄청 뜨거웠어요 소스들도 잘 나오고 무도 달라고하니 주시더라구요 생맥주도 맛있었어요 사장님과 모두 다들 친절하셨어요 잘 먹고 갑니다
BHC치킨 제주저지점,,슈가가,25.3.16.일,내용 없음
BHC치킨 제주저지점,,히히힛히ㄹ,24.11.1.금,내용 없음
BHC치킨 제주저지점,,Tanniblue,24.10.13.일,굿
BHC치킨 제주저지점,,주황나비,24.9.16.월,굿
BHC치킨 제주저지점,,커피좋아하는,24.7.15.월,레드킹콤보 & 신상치킨콤보..초복 치킨 클리어~~
차이나리,,킬러메이커,1.18.일,좋아요 근데 짬뽕에 기름이 너무많아요 기름국인줄
차이나리,,내사랑규야29,1.2.금,포장맛집입니다.. 대리운전이 안되는 촌이라.. 반주땜에 포장 이용합니다.. 푸짐하고 불향가득.. 맛있게 잘 먹고 있네요.. 고산에선 중식집 여기가 젤 괜차나요^^ 배달비 이천원이라 저렴하고.. 우린 술 먹지 않음 차로 이동시 5분거리라.. 가까워 픽업옵니다.. 어차피 마트들려 소주도 살겸~
차이나리,,킬러메이커,25.12.20.토,좋아요
차이나리,,mijurangju,25.12.10.수,오픈했을때부터 늘 가는 우리가족의 최애 식당입니다. 짬뽕류 종류도 많고 하나하나 다 맛있어요! 특히 백짬뽕은 우리아이가 너무 좋아하는 메뉴 제주도에서 최고라고! 혼자 자주 가서 먹고 옵니다^^ 사천탕수육도 매콤 바삭 맛있고 겨울에 드실수 있는 굴짬뽕도 국물 진하고 건더기 매우 푸짐해요!  제주도의 조용한마을 고산에 오시게 된다면 추천합니다!
차이나리,,린47,25.8.15.금,입짧은 저희 아이 두 그릇 먹었어요. 와... 진짜 다 먹을 줄이야.... 유니짜장면도 정말 맛있었고 남편이 시킨 짬뽕 한숟갈 먹고 너무 맛있어서 다음엔 짬뽕먹으러 다시와야겠다 싶었습니다. 제주 관광지 음식점에 지친분들에게 강추.
차이나리,,동벅스,25.6.19.목,"고산리 지인 추천으로 찾은 중식당!  지인 추천으로 고산리 근처 중식당에서 점심 해결했어요. 저희는 짬뽕 3, 새우볶음밥 2 주문했답니다.  저는 짬뽕 국물 맛도 보고 싶어서 볶음밥을 시켰는데, 계란탕이 함께 나와서 든든하더라구요. 볶음밥은 고슬고슬하게 잘 볶아져서 밥알 하나하나 살아 있고, 짜장과 함께 비벼 먹으니 단맛 도는 짜장 맛과 잘 어우러졌어요. 정말 맛있게 먹었습니다.  동료들이 먹은 짬뽕도 반응이 좋았는데요, 불맛이 살아 있고 매콤한 국물에 쫄깃한 면발, 해산물 조합까지! 모두 대체로 만족한 점심이었어요 😊"
차이나리,,내사랑규야29,25.1.26.일,김섭앙은 백짬뽕~ 나능 늘상 흑돼지짬뽕.. 불맛입힌 요 국물이 좋아 먹는건데.. 아놔 음식에 장난을.. 미더덕을 못먹는디.. 그래서 해물탕 아구찜도 안먹는디.. 대체 한두번 먹은것도 아닌데.. 오늘따라 고기짬뽕에 미더덕이 왜 들어감? 골라내몌 웩웩 하며.. 속 울렁 거리고.. 급하게 흡입해신디.. 결국 국물은 못 먹겠다.. 미더덕에 베렸어~ #차이나리 실망했똥ㅠ 명절연휴는 쉬어간답니다~ 당분간은 손 안가질듯함ㅡㅡ;; 대체 왜 고기짬뽕에 미더덕을.. 이리 많이 주셨나요ㅠ
차이나리,,내사랑규야29,25.1.15.수,짬뽕맛집^^ 열흘지나 리뷰쓰려고.. 사진 보고있으니 오늘밤도 땡기네~ 차이나리는 명절연휴 영업 어떻게 되나요?
차이나리,,내사랑규야29,24.10.20.일,내가 먹던 짜장면이 맛있어보였나봄~ 갑자기 차이나리 간짜장 시켜달래ㅋ 난 밥먹고 왔다해서 대충 과일도 먹고 빵도먹고 해신디.. 손님들 가고나믄 밥 또 먹을꺼랜 미리 곶쥬많은~ 술밥을 좋아하시는ㅋ 오늘은 한잔 들어가서 가지러 못나가기에.. 이천원 주고 배달을 이용해봄^^ 포장 깔끔하고 음식 빨리 나오그~ 맛있는건 기본^^ 잘 먹었습니다~
차이나리,,내사랑규야29,24.10.19.토,차이나리^^ 포장이용했음~ 배달료 2000원 아낄려고^^ 오늘은 술먹기 전이니까.. 가게 구경도 할겸 다녀옴~ 한림에서 중식 배달료 내보고 안먹어봐서ㅋㅋ 고산 이사오니 이런것도 있네.. 포장 깔끔하고 맛있었어요.. 찾았다^^ 맛있는 중식집~ 사장님도 친절하시그^^ 음식 양도 푸짐하그~
몽데,,Ggdyb,4.19.일,커피마시러왔는데 이쁜도자기들이많아서 부모님선믈사기 너무좋아요 ㅎㅎ
몽데,,전혜윤12,4.17.금,도자기도 너무 예쁘고 커피도 맛있어요♡ 분위기가 최고에요
몽데,,hop****,4.14.화,제주도 여행 하다가 우연하게 방문하게 됐는데 제가 정말 좋아하는 스타일을 도자기 컵을 발견했어요. 사장님도 너무 친절하시고 덕분에 즐거운 제주 여행이 될 것 같네요.다음에는 도자기 체험도 해보고 싶어요 번창하세요. 감사합니다
몽데,,yur****,4.12.일,오설록 티 뮤지엄에 갔다가 근처 카페를 찾아 들르게 됐는데 사장님께서 직접 제작하신 아기자기한 작품들이 많아 눈을 떼지 못했습니다 차와 음료도 맛있었어요 분위기도 차분하고 야외에 귤밭도 있어서 풍경도 좋습니다
몽데,,뤼97,3.2.월,소품도 너무 예쁘고 커피도 맛있고 사장님도 친절하세요~^^
몽데,,bes****,1.31.토,음료도 분위기도 음악도 좋습니다.
몽데,,알파걸17,1.25.일,우연히 점심식사후 청수리쪽 커피집을 찾다가 들른곳입니다. 양가형제 앞이었는데 처음봤네요 ㅎㅎ 왜 못봤을까요? 도자기공방도 같이 하시는곳이네요~~ 커피도 직접만드신 잔에 내어주시고 커피도 맛있네요~~ 추천합니다!!^^
몽데,,절세미녀71,1.19.월,수제로 만든도자기 구경도 하고 차도 마시고 좋아요
몽데,,좋은데,1.13.화,도자기체험왔는데 너무 좋네요~^^ 커피도 대추차도 맛있어요~^^ 즐거운체험도하고 너무 기분 좋은 카페예요
몽데,,모리미구,25.12.24.수,수제청 에이드 먹었는데 많이 안 달고 맛있어요! 도자기 공방도 같이해서 예쁜 그릇들이 많아요 앞에 햄버거집도 있어서 밥먹고 오기 좋아요~
두모리이수사,,카페투어가 좋은 딸둘맘,4.5.일,내용 없음
두모리이수사,,안졸리나59,25.7.22.화,근처 숙박하며 정보 없이 방문했다가 초밥이 맛있어서 맛있게 먹은 기억이 있어서 재방문했습니다ㅎ 모밀 세트 먹었는데 모밀도 맛있어요~!! 초밥도 신선하고 맛있고 가성비 아주 훌륭합니다~!! 다음엔 시간 넉넉히 두고 회 먹으러 가볼렵니다~!!
두모리이수사,,meeenj,25.6.29.일,맛있게 잘 먹었습니당 ㅎㅎ
두모리이수사,,gumson31,25.2.20.목,돈까스와 우동이 11000원
두모리이수사,,술취한달팽이,24.11.24.일,"제주에 살면서 후기 첨 써봄  일단 돈까스는 너무 초 초 얇고 돼지냄새가 나서 아쉬웠어요 돈까스 길게? 잘려서 나와,식사중 차갑게 식어 버림(나이프 달라고 해야 함) 돈까스는 두툼 했으면 하는 아쉬움과(너무 얇아서 빨리 식음) 미리 길게 잘려 나와서 아쉽 셋트매뉴 우동은 너무 맹탕이라서 .. 전반적으로.. 많이 아쉬운 식당이였습니다"
두모리이수사,,pie****,24.11.22.금,맛있게 먹고 갑니다~!
두모리이수사,,파워올리,24.11.20.수,메뉴 돈까스냉모밀세트 맛 상 가성비 최상 친절도 최상 한경면 추천 맛집
두모리이수사,,마인드0725,24.10.24.목,"우연히 지나가다 들어갔는데, 맛집이네요^^"
두모리이수사,,서미경83,24.9.20.금,굿
두모리이수사,,붉은이슬,24.4.9.화,지나가는길에 주차가 좋아서 들어갔어요
청은국수,,푸디필,3.1.일,"제주도 한경면 찐 로컬음식점, 아침에 해장국집 찾아 도민 추천으로 20분 달려갑니다(대정근처놀러감) 간만에 고기국수 단백하고 면 쫄깃하고 맛있게 먹었습니다. 순대국밥 도 한그릇... 국물은 둘 다 걸쭉한 반 마일드 국물 너무 맛있는데 순대가 직접 만드시는지 돼지냄새 많이 남 잘못 된 건 아니구요 저런 스타일 좋아하시는 분들 많습니다. 참고하세요. 간만에 맛있게 먹었습니다."
청은국수,,긍정긍정이4,1.1.목,사장님네 부부가 정말 친절하세요😄💕 그리고 맛있는 밑반찬 양부터 음식 양까지 사장님네 인심이 느껴질정도로 양이 많습니다! 게다가 국물맛이 너무 맛있어요! 중면이라 더 좋았습니다! 양과 질 모두 대만족입니다🩷 감사합니다 사장님 잘먹었습니다💕
청은국수,,울트라92,25.10.31.금,고기국수 멸치국수 끼부리지 않은 깔끔한 맛집 김밥도 맛있네요
청은국수,,아빠백통,25.9.26.금,부산주인장님이 있어서 돼지국밥이 ㅋㅋ
청은국수,,mongmongii,25.8.6.수,사장님이 친절하시고 콩국수도 찐하고 넘 쫀득하고 맛있어요. 양 많음 주의👍👍
청은국수,,그래서그래요,25.7.29.화,"와.. 여기 진짜 찐맛집이니까 신창풍차해안도로 가시는분들 꼭 방문해보세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제주도 왠만한 국수집들 저리가라에여.. 면 쫄깃하고 국물 시원하니 직이네여 콩국수도.. 소금, 설탕 간 안해도 맛있슴 ㅠㅠ"
청은국수,,gogh34,25.7.12.토,곱빼기 시키면 국수가 먹어도먹어도 안 끝납니다!!! 양 짱 많아요 열심히 먹었어요😋 맛있게 먹었습니당 고기양도 많아요~ 친절하신 사장님ㅎㅎ
청은국수,,yyy****,25.5.28.수,굿
청은국수,,행뚱이의삶,25.5.17.토,제주도 여행온 김에 고기국수 먹으러왔는데 진한 고기육수 맛있었습니다~ 멸고국수는 멸치+고기국수 느낌인데 국물이 시원해서 하나씩 시켜 나눠먹으니까 너무 좋았습니다~ 사장님 부부도 넘 친절하시네용
청은국수,,poa****,25.5.13.화,고기국수 곱빼기 양에 놀라고 너무 맛있어서 반찬들이랑 너무 잘먹었습니다 :) 추천해요 !!
유미해장국,,rainofdesert40,3.10.화,게하 사장님이 추천해서 긴가민가해서 왔는데. 선지 못 먹는데 한 국물도 남김없이 허겁지겁 다 먹고 왔습니다. 깔끔한 맛이 있습니다 괜찮아요. 제주 자전거 일주 중 제일 괜찮았던 식당이었습니다
유미해장국,,dor****,1.31.토,국물맛있음 하지만 위생이 별로에요 밥그릇에서 걸레빤 냄새나서 바꿔주셨어요 만원짜리 해장국에 고기없으니 참고하세요
유미해장국,,범코는똥개,25.11.14.금,얼큰한게 땡겨서 알아보다가 딱 마감시간전에 도착했는데 영업안하신다했으면 큰일날뻔. 칼칼하고 개운하고 진짜 맛있었어요!! ㅠ ㅠ ㅠ 느끼했던 속이 싹내려감. 김치도 딱 제 스타일이라 김치만 먹어도 밥 한공기뚝딱 !! 잘 먹고 갑니다 사장님 ❤️❤️❤️ 건강하세요!
유미해장국,,워니5845,25.9.14.일,허겁지겁 먹느라 사진을 못찍엇지만 진짜 깔끔하고 재료가 진짜 신선하고 진짜 맛있습니더 하~ 일단 다진마늘 주시는데 그것조차 너무 갓 갈은 마냥 넘 신선한데 그거를 한숟갈 크게 푹 퍼서 넣고? 한숟갈 떠 먹으면 시원 얼큰 감칠맛 왕 나는데 같이 나온 부추 넣고 또 한입 먹으면 부추가 주는 신선 알알 매콤함이 추가 됩니다 계란을 넣고 원하는 만큼 익혀 풀어서 한숟갈 먹으면 또 맛이 풍성해집니다 아니 먹으면서 진짜 해장국 재료가 이렇게 신선할 일인가..? 싶음 먹어보면 먼 말인지 압니다 먹는동안 주민분들 계속 들어오시궁 사장님도 친절하시고 애기랑도 잘 놀아주시고 감사합니당!
유미해장국,,제주 사는 피글렛,25.6.29.일,도민이 추천해줬는데 진짜 맛있엇어요!!👍🏻🩷 내장탕 안에 막창부터 곱창이 부드럽게 들어가있고 적당히 많아서 먹는 재미가 있었어용 ㅎㅎㅎ 잡내도 심하지 않고 국물이 진짜 깊어서 좋았어요! 제주 내장탕 맛집으로 3순위 안으로 꼽을 수 있을정도!  우거지 양곰탕도 우거지가 들어가잇는 거 빼고는 국물 똑같이 찐하고 맛있었어요! 우거지 좋아하시면 완전 최고 최고!!!👍🏻👍🏻👍🏻리뷰가 적어서 친구말만 듣고 가기에는 살짝 도전이었는데 아주 성공적이에요 다음에 또 먹으러 가고싶어요 ㅠㅠㅠㅠ
유미해장국,,dee****,25.5.1.목,제주 사쪽 풍차마을 신창에 여행왔습니다. 아침부터 비가 많이 내리길래 국물이생각나서 돌아다녔는데요 .. 유미해장국이리는 식당이있어서 혼자 방문햤습니다.. 저는 해장국파는 아니라서 혼자소심해게 들어갔는데 가게는 엄청깨끗했어요. 저는 해장국 하나랑 제주 유산균?(막걸리) 시켰어요 .. 해장국찔이인 저한테도 너무 깔끔하고 맛났어요 😸처음에 사진좀 찍어놓을걸.. 다먹은 사진밖에 없네요 😭 반찬 하나하나도 너무 맛났어요 혹시 제주 서쪽 야행중이시라면 아침이나 점심으로 적극추천합니다!!!!! 낯가리는데 혼자가서 저정도면 .. 맛나서 많이 내려놨네요😸😸😸👏
유미해장국,,cow****,24.12.19.목,그저그래요
유미해장국,,간지가족,24.10.14.월,좋아요
유미해장국,,간지가족,24.10.13.일,좋아요
유미해장국,,운 도,24.10.1.화,게하 직원분이 추천해주셔서 갔는데 내장탕 개 맛집..
세가름식당,,또이7670,3.17.화,순두부찌개 바로 보글보글 끓여나오는거라 시원하고 맛있습니다
세가름식당,,피아니지연,1.19.월,제주시 서쪽 맛집 찾는 분들은 무조건 세가름으로 달려가세요 🫶 저는 제주도민이지만 서쪽으로 갈때마다 세가름식당이 생각나더라구요 ! 반찬 하나하나 정말 신선하고 모든 메뉴가 정말 최고 맛있습니다 💗💗💗💗💗 마음을 가득 담아 추천해요 !
세가름식당,,정금이75,25.10.28.화,너무 깔끔하고 사랑이 느껴지는 맛입니다.. 반찬 하나하나 만족스러워요 뭘 먹어도 맛있을 것 같은 신뢰감이 느껴집니다 😊
세가름식당,,콩글리쉬맨17,25.7.10.목,굿
세가름식당,,당아당당,25.6.11.수,정갈한 밥상을 받고 싶으시다면 꼭 드셔보시길 바래요. 무려 제육 1인분 가능(다른 테이블보니 여러명이 각자 메뉴하나씩 시키시고 반찬 처럼 제육1인분 시켜서 드셨음)혼밥가능 합니다!!
세가름식당,,요오나입니다,25.5.30.금,내용 없음
세가름식당,,gumson31,25.2.24.월,편안히 비교적 담백하게 먹을 수 있어요.
세가름식당,,연어천사,25.2.10.월,"초딩, 중딩 아이들과 제주여행 와서 주변 검색하다 찾은 집이에요. 검색하며 현지인 맛집이라는 후기 봤었는데 여기 진짜 찐찐찐 맛있어요.  저희는 청국장, 고기국밥, 순대국밥 먹었는데 아이들도 모두 맛있다고.. 제주 와서 먹은 것 중 탑이라고 했어요. 반찬도 깔끔하고 맛있고 국밥들 말해 뭐해요. 그리고 사장님 부부 진짜 넘 인자하시고, 친절하시고.. 식당에 잔잔하게 흐르는 음악소리도 정말 좋았어요. 저희가 먹으면서 맛있다고 진짜 현지인 맛집 맞네 이러면서 먹으니 옆 테이블 분이 본인 현지인인데 여기 진짜 맛있는 집이라고 현지인 맛집 맞다고 말도 해주셨어요!!! 가성비 넘치게 넘넘 잘 먹어서 든든한 한끼였고, 덕분에 제주에서의 식사가 행복한 기억으로 남을 것 같아요. 맛있게 잘 먹었습니다.🫶🏻"
세가름식당,,콩자반36,25.1.14.화,"친절하고, 맛도 좋아요."
세가름식당,,gumson31,25.1.14.화,음식이 정갈하고 맛있어요.
웨스트버거 인 제주,,최문열,25.12.2.화,제주 여행 중에 수제버거가 먹고 싶어서 찾아서 왔는데 진짜 너무너무 잘 찾았네요ㅎㅎ 이 때까지 먹은 수제버거중에 여기가 1등입니다 :) 여행 중에 행복함을 주셔서 감사합니다 사장님! 제주 올 때마다 갈 햄버거가게 생겨서 너무 좋아요:)
웨스트버거 인 제주,,xod****,25.11.20.목,숙소로 돌아가던길 몽환적인 분위기에 이끌려 홀린듯 방문한곳. 얼타서 감튀 하나만 시켰음에도 친절히 맞아주셨던 사장님. 즐거운 경험이었습니다. 다음에는 버거먹으러갈게요!  신창해안도로에서 석양 보신분들 한번쯤 들러보시길~
웨스트버거 인 제주,,갱이갱이갱이갱,25.10.10.금,너무 오랜된 메뉴가 리뷰에 남아있어서 원하는 메뉴를 못 먹었어요
웨스트버거 인 제주,,MWT,25.9.7.일,버거 맛도 비주얼도 창밖의 예쁜뷰까지~~ 너무 맛있게 잘먹었습니다~♡♡
웨스트버거 인 제주,,단정52,24.9.18.수,"정성스런 경양식 돈까스, 치킨까스, 맛있고 배부르게 잘 먹었습니다 ^^"
웨스트버거 인 제주,,oHssAm,23.3.11.토,자주 찾아 가고 싶은 곳이에요
웨스트버거 인 제주,,제주야지,23.2.26.일,흑돼지돈까스랑 치킨까스 너무 맛있어요 ㅜㅜ 신창의 풍차뷰에서 커피랑 디저트까지 한번에 해결할수 있는 이런곳을 처음 알게되어서 쵝오 ㅜ 단골예약입니다❤️
웨스트버거 인 제주,,SHiNy,23.1.29.일,"제주서쪽여행 신창풍차해안도로에 맛집을 찾았어요~ 가족에게 식사 준비하듯 정성스레 경양식돈까스를 만들어주시는 모습이 참 인상깊었어요,신창풍차 바라보는 뷰가 최고였어요"
웨스트버거 인 제주,,티파니니,22.11.28.월,뷰 좋은 곳에서 맛있게 식사했어요!
웨스트버거 인 제주,,복실상회영쓰맘,22.11.28.월,경양식돈까스 대박 맛있어요. 브라운소스 좋아하는데 오랫만에 맛난 소스를 만났네요. 치킨안심까스도 맛있구요^^ 빵에넣어서 햄버거처럼 먹어도 좋네요. 카페메뉴도 있어서 밥과 차를 동시에 해결 할 수 있어서 좋아요 디저트메뉴도 있었는데 돈까스 양이 너무 많아서 못 먹어봤네요. 다음엔 디저트를 먹어봐야겠어요.
헤이피피 협재판포점,,vronica,25.9.24.수,absolutely gorgeous sea side cafe!!!! owners were super friendly as well. they sell peanut butter so i might buy that the next time i visit! cant wait to visit this place again.
헤이피피 협재판포점,,다귀차느,25.9.23.화,땅콩버터를 직접 만들어서 판매하신다는 리뷰를 보고 시간내서 찾아간곳이예요 우도땅콩 100%는 아니고 7% 들어간다고 설명해주셨어요 오늘 만드신거라 하셨고 시식해보니 고소하고 맛있었어요 고릴라가 땅콩을 들고있는 스티커로 바뀌었네용ㅎ  음료를 2층 좌석까지 가져다주셔서 감사했어요 하지만 시그니처 땅콩 크림커피는 솔직히 많이 아쉬웠어요 크림커피를 좋아해서 방문하는 카페마다 주문하는데 여긴 그냥 우유+샷+땅콩가루? 끝 크림이없어요 ㅠ 그래서 다른리뷰보니 있을때는 크림에 드리즐도 예쁘게 해주셨던데 다른날에는 오늘처럼 없을때도 있는거 같아요  판포포구 바다색이 엄청 예뻤어요
헤이피피 협재판포점,,Kiki333,25.7.31.목,땅콩버터를 주문하면 주문즉시 갈아서 주시는데 완전 고소하고 첨가물 없어서 몸에 부담 없어서 좋더라구요!ㅎㅎㅎ 다이어터라 땅버사서 요리할때 이리저리 활용하기도 좋고 패키지도 예뻐서 주변에 선물하기도 좋았어요! 판포포구가 한눈에 보이는 카페뷰도 멋지고 시원한 음료먹으면서 힐링 제대로 하고왔어요ㅎㅎ
헤이피피 협재판포점,,땡8,25.7.23.수,"제주에 살면서 비다부카페 정말 많이 다봤는데 여기 판포바다뷰 최고네요... 👍 바다에 들어가지 않아도 바다보며 시원하게 앉아있으니 넘 좋아요, 뺭뚫린 통창에 그냥 읹아만있어도 힐링.. 시그니처메뉴인 땅콩크림라떼랑 신랑은 달달한게 앵긴다며 딸기 띵콩크림... 믹퍼먹을뻔했어요 고소 달달 꾸덕꾸덕 ㅋㅋ 담엔 수박쥬스 먹어보려구요, 예쁘고 상냥하신 사장님 너무너무 잘먹었습니당 :D"
헤이피피 협재판포점,,lc****,25.7.21.월,땅꽁 라떼 맛있네요!!!!
헤이피피 협재판포점,,서우다르콤486,25.7.10.목,오늘은 더위에 힘들어하시는 어무니와 이모들을 위해 서쪽여행코스를 쏘기로했어요!!!ㅎㅎㅎ오는내내 너무좋아하시는 이모들과 엄마를 보니 뿌듯해요!!! 첫번째코스는 카페를 왔어요!!판포포구앞에있는 헤이피피라는곳이에요!!!헤이피피만의 시그니처 땅콩라떼 딸기라떼 딸기컵빙수 망고컵빙수 따뜻한차 아몬드크로와상 이렇게 시켰어요!!컵도 이쁘고 너무 맛있었어요!!!ㅎㅎㅎ무엇보다 땅콩쨈 만드는 기계가있는데 땅콩쨈을 만드는게 너무신기했어요!!!너무 맛있게 잘먹구갑니당
헤이피피 협재판포점,,빵빠라빵빵빵,25.6.29.일,작년에 방문했었는데 이번에 재방문 하면서 메뉴랑 인테리어 바뀐거보고 약간 아쉬웠어요. 전에 귀여운 쿠키 맛있게 먹었는데 지금은 쿠키는 없구 땅콩버터로 바뀐것같구요. 땅콩라떼랑 딸기라떼 엄청 맛있긴한데 가격도 오른거같구 해서 아쉽습니다 ㅎㅎ 직원분은 엄청 친절하고 매장도 여전히 청결했어요. 바다뷰 멋지니 쉬어가기는 좋은 곳입니다!
