Search_Query,Place_Name,Nickname,Date,Review_Content
올레집,,drchuuk,3.19.목,올레길 14코스 걷기 위해 도착한 곳에서 발견한 식당이다. 원래 10시 오픈인데 그날 도착하니 문이 열려있다. 동네분이 오셔서 일찍 열었다고 한다 찐 동네 맛집이다. 순대국 든든히 먹고 14코스 20km정도를 가뿐하게 완주했다.
올레집,,조아짱20,2.2.월,3년전 올레길 걷다가 맛본 순대국밥 너무 맛있어서 다시 찾아왔네요 여전히 신선하고 깔끔하고 냄새가 나지않아 맛있게 먹고 가네요
올레집,,메멘토57,1.24.토,"점성있는 몸국만 먹어봤는데, 여긴 맑은 몸국입니다. 반찬도 맛있고, 올레길 걷고 식사하기 딱 좋은곳입니다"
즈물,,풀65,4.1.수,내용 없음
즈물,,ovo****,3.27.금,우연히 왔는데 고즈넉 도라방스.. 즈물라떼랑 한라산 케이크 너무 취저입니다 한적하고 따듯해서 잘 쉬다갑니다
즈물,,제주인플루엔자,3.17.화,여기 너무 예쁜데요. 사장님이 남자분인데 미적 감각이 대박입니다. 특히나 동자석 모양으로 파운드를 만드는데 완전 졸귀탱이네요. 먹기가 아까울 정도입니다. 카페 내부가 너무 예쁘고 미술 작품도 전시되어 있어서 구경하는 재미가 쏠쏠합니다. 파운드도 상당히 맛있고 전반적으로 만족도가 높았습니다. 여행객분들 기념품 고르기 어려우실텐데 동자석 파운드 사가보세요. 지인들이 다 좋아할 것 같아요. 한경 카페를 찾는 분들은 꼭 가보시길 바랍니다!!!
즈물,,yjc****,3.10.화,"제주 여행 중 외관의 커다란 빨간 리본에 이끌려 들어간 '즈물'! 선물 상자 같은 인테리어부터 기분이 좋아지는 곳이었어요. 🎁 가장 기대했던 한라산 케이크 소금우유맛은 정말 감동이었어요! 한라산을 형상화한 비주얼도 너무 멋진데, 한 입 먹자마자 느껴지는 짭조름하면서도 고소한 우유 풍미가 일품입니다.🥛✨ 무엇보다 좋았던 점은 커피 원두를 고소한 맛과 산미 있는 맛 중 선택할 수 있다는 거예요! 취향에 맞게 고소한 원두로 골랐는데, 진하고 묵직한 바디감이 달콤한 디저트와 찰떡궁합이었습니다. ☕️ 귀여운 목도리를 두른 동자석 키링과 소품들도 너무 사랑스러워서 구경하다 보니 시간 가는 줄 몰랐네요. 제주 동쪽에서 특별한 디저트와 아늑한 분위기를 찾는다면 무조건 추천입니다. 👌"
즈물,,owen531,3.3.화,우연히 주변카페를 찾다가 여기를 왔는데 너무 잘왔다는 생각이 들었습니다. 동자석으로 표현한 파운드나 한라산 케이크가 너무 맘에 들구 무엇보다 가게 인테리어가 너무너무 맘에 들어서 꼭 여기는 혼자 책을 들고 다시 와보고싶은 곳이다라는 생각을 했습니다. 다음 제주도 여행에는 일정에 즈물을 넣어놓을려구요ㅎㅎ
빈BEAN2020,,괜찮아 잘될 거야,1.17.토,"차귀도를 바라보며 맛있는 커피를 마실 수 있는 카페라 추천 받아서 빈2020 카페에 방문했어요. 바다를 바라볼 수 있는 창가쪽 자리에 앉으니 따끈한 햇볕에 봄날 같아요. 시그니처 메뉴라 안내되어 있어서 빈스크림라떼 마셨는데, 컵 위로 가득 얹혀져 있는 크림이 엄청 부드럽고 달달하니 맛나네요. 아메리카노도 맛있어요. ^^ 루프탑에 올라가 바라본 차귀도 앞바다 풍경이 눈이 시원하고 멋져요."
웃뜨르항아리,,리뷰하는하마,3.15.일,전복칼국수랑 비빔밥 존맛👏🏻
웃뜨르항아리,,현재가미래를바꿈,3.13.금,오랜만에 재방문 메뉴마다 맛이 있었고 다시 찾아가게 된건 밑반찬이 맛있어서 생각났어요 근처 갈일 있으면 방문해보시길 추천드려요😀😀
웃뜨르항아리,,노른자동동,2.27.금,내용 없음
웃뜨르항아리,,win****,2.27.금,가족여행으로 방문한 제주에서 고소하고 깔끔한 보말칼국수와 고기국수를 먹을 수 있었어요 !! 아이들이 먹을 만한 비빔밥도 있어서 아이부터 부모님까지 함께 맛있게 먹을 수 있어요 ㅋ 주차장에는 닭이 방목되어있어서 아이들이 재밌어했어요 ㅋ
웃뜨르항아리,,두보레,2.17.화,리뷰평이 좋아서 빙문했는데 밋있게 잘 먹었습니다 엄청 친절하셨구요 3종류의 김치는 밥이 나오기전브터 먹어도 맛있었습니다 싹싹 다 먹고 나왔네요 마당뒤에 다양한 닭들도 있네요 ㅎㅎ
웃뜨르항아리,,새로운출발과 도전,2.16.월,맛있어요
웃뜨르항아리,,zus****,2.15.일,정말이지 인생 맛집입니다!! 원래 잘 안 그러는데 후기 써드리고 싶어서 영수증도 말씀 드려서 받았습니다!!  가려던 브런치 카페가 조기 마감되어 근처 국수집 검색해서 왔는데 생각지도 못하게 이번 3박4일 제주 여행간 먹은 곳 중 제일 맛있었습니다! 딸려오는 미역국도 기가 막히고 김치와 음식들 간에 궁합이 대박이에요 또 올게요~~😊 주차장에 있는 귀여운 닭들과 강아지들도 보며 힐링되고 김장하시는 모습도 힐링 그자체였어요 !
웃뜨르항아리,,비오는날의한국화,2.14.토,"이 지역 숨은 맛집이라고봐요 요 전날 보말칼국수 먹어보고 맛있어서 보말죽 포장해가서 아침식사로 아주 맛나게 먹었답니다 그러고나서 다시 방문해서 고기국수, 만두 먹어봤는데요 만두가 놀랍도록 감탄스러운 맛입니다 고기와 새우의 절묘한 만남 👍🏻 대체로 다 맛있어요"
웃뜨르항아리,,짤풀리는집,2.13.금,아침 일찍 갔더니 죽은 밥알이 살아있었어요 보말칼국수는 미역맛이 많이 나요 면은 굵습니다
웃뜨르항아리,,happymay0518,2.12.목,우연히발견한 완전 맛집 너무맛있어서 이집오려고 부모님 모시고 일부러 제주도 다시왔어요~ 보말칼국수 전복비빔밥 수육 김치3종류 엄청 맛있어요~~재료도 거의 국내산 쓰시는것같고 저한텐 인생맛집이였습니다~~
푸지그랑,,하루미 겸 다나,4.4.토,제주도 아침으로 먹었는데 특색있고 맛있습니다!
푸지그랑,,날밤까기,4.1.수,고사리해장국 좋아하는데 여긴 찐이네요. 메밀부침도 100% 메밀만 써서 뚝뚝 끊어지는게 맛있네요. 잘 먹었어요
푸지그랑,,백제강,3.31.화,내용 없음
푸지그랑,,jiyu7979,3.30.월,부모님과 함께 제주여행와서 우연히 들렸는뎅 숨은 맛집이에요~지짐이 사진은 못찍었는뎅 너무 맛있어요~갈치젓도 맛있어서 3개나 구입하고 갑니당~ 반찬 하나하나 다 맛있고 제주에서만 먹을수 있는 특식 같아요~사장님도 친절하시구 아버지와 기분 좋게 식사하고 나왔습니당~~🫶🏻 다음에 제주오면 또 들릴께용~ ♡
푸지그랑,,코드78,3.30.월,고사리 해장국 자극적이지않고 맛있었습니다 모멀놈삐국 다른 접짝뼈국집보다 담백하고 맛있어요 아침 먹기 좋은 집이에요
제주돗,,fly****,3.2.월,아이들 18개월때 왔다가 너무 좋았던 기억에 52개월 준 어린이가 되어 다시 방문한 제주돗. 고기도 너무 맛있었고 아이들끼리(with 사장님 딸) 즐거운 시간 보내서 더욱 귀한 시간이었어요. 다음 제주여행(아마 내년)에도 꼭 갈게요^^
금자매식당,,ojh2851,2.17.화,여행중 우연하게 들린곳 돌솥밥 전문점 ~맛이끝네준다.~^^ 오늘점심도 히트다~
금자매식당,,디이에이,2.15.일,"간이 세지 않고 깔끔해서 질리지 않아요. 그리고 식사가 늦게나와서 사장님이 서비스로 게장을 챙겨주셨는데, 웬만한 전문점보다 맛있어서 깜짝 놀랐어요. 인심에 감동했습니다. 많이 파세요!"
금자매식당,,수박박박수,2.10.화,부모님 모시고 다시 오고 싶은 식당이었어요~! 밑반찬도 맛있고 혼밥이었는데도 반찬도 너무 잘 챙겨주셔서 진짜 열심히 최선을 다해! 맛있게 먹고 나왔습니다😊
금자매식당,,무럭뽕,1.29.목,제주도에서 먹은집 중 일등이요~!! 웨이팅 있을까 계속 보고 갔는데 다행히 바로 들어갈수 있었어요~ 음식 반찬 정갈하고 최고! 금자매때문에 서쪽 다시 꼭 와야겠어요ㅎ
금자매식당,,lon****,1.25.일,제주도에서 먹은 식당중 밑반찬이 제일맛있어서 너무 기억에 남을것같아요 다음에 무조건 재방문할꺼에요!!!!!
금자매식당,,bowwow93,1.18.일,솥밥 먹고 싶어서 방문한 곳인데 전복솥밥도 맛있었지만 명란문어새우 솥밥이 너무 제스탈이었어요!!!!! 명란 들어가서 간도 짭짤하면서 문어는 하나도 안질기고 쫄깃하고 문어에서 나온 물이 밥에 우러나왔는지 살짝 붉은색으로 밥이 물들어있었는데 그거 덕분에 더 깊은 맛이 났던 것 같아요👍🏻👍🏻 고등어 구이도 같이 반찬으로 나왔는데 간도 딱 좋고 너무 담백하고 맛있어서 한그릇 뚝딱하고 배부르게 잘 먹고 왔어요~~~!!!
금자매식당,,citohan,1.16.금,아점으로 전복솥밥 먹으러 방문.전복밥에 전복이 가득하고 버터와 간장에 비벼 김에 싸 먹으면 아주 맛있어요.반찬들도 맛있고 깔끔 합니다.
재미제주,,rla****,4.5.일,제주 인생 맛집! 레몬파스타는 지금까지 먹는 레몬파스타 중 일등 ㅎㅎ 와사비 꼭 같이 드세요! 분위기도 좋고 친절하시고 또 올 듯
재미제주,,sta****,3.15.일,음식이 매우 짠편입니다. 리조또는 밥알이 덜익었다 싶을 정도로 밥알이 씹혀요. 두번은 안갈래요ㅠㅠ
밭담호박,,d0o0p,3.30.월,여기 카스테라호박인절미도 맛있고 약밥도 개별포장으로 구입할 수 있어서 너무좋아요 굳굳. 코코넛튀일 진짜 맛있음
밭담호박,,앙겔로스37,3.23.월,맛있어요
밭담호박,,pea****,3.10.화,진짜 맛있어요
밭담호박,,baebae61,2.24.화,숙소 근처라서 와봤는데 너무 맛있어서 리뷰 써요!!! 떡이 쫀득쫀득하고 적당히 달고 아무튼 맛있어요 기본 인절미만 사려다가 팥앙금 2개 더 샀는데 순삭했네욤 더 살 걸 그랬어요🤤 여자 사장님(?)도 너무 친절하시고 패키징도 귀여워서 좋은 기억으로 돌아가요ㅎㅎ 다음에 또 올게요
밭담호박,,Bok Ssil,2.18.수,저는 태교여행으로 와서 여미지 식물원에 갔다가 설이라구 밭담호박을 받았었는데요..! 너무 맛있어서 매장에 주문예약하고 찾아왔어요 😆💝 은은하고 달달한 이 인절미. 부드럽고 술술 넘어가네요. 제 취향은 은은한 쑥향이 맴도는 쑥이랑 호박!!!! 호박인절미 너무 맛있어요~~🤣 서울까지도 배송이되면 좋겠다는 개인적인 사심섞인 마음입니다..💦💦
밭담호박,,adorablekiki,2.16.월,집에서 냉동해놓고 먹을거랑 선물할 거 구매했어요 포장비 3천원 추가해 포장 선물받은 지인이 좋아했어요 큰 호박설기 처음 먹어보는데 중간에 꿀이 많이 달지 않고 시나몬향이 은은한게 역시 맛있네요 큰 덩어리로 살 걸 그랬어요
밭담호박,,다다3886,2.12.목,내용 없음
밭담호박,,ggobobang,2.11.수,"자극적이지 않고 은은한 단맛이라 아이들도 부담 없이 먹기 좋고, 부모님 선물용으로도 정말 좋은 곳이에요. 무엇보다 재료를 안심하고 먹을 수 있어서 더 마음에 들었습니다. 건강한 맛이라는 게 딱 어울리는 곳이에요. 특히 쑥인절미는 별미 그 자체! 쑥향이 진하게 퍼지면서도 질기지 않고 부드러워서 계속 손이 가는 맛이에요. 팥시루도 많이 달지 않고 담백해서 정말 맛있게 먹었어요. 팥 좋아하시는 분들은 꼭 드셔보세요 😊 건강한 간식, 선물용 떡 찾으신다면 추천합니다! 재방문 해서 또 사올려구요 👍"
밭담호박,,sunny91,1.27.화,"너무 맛있게 잘먹었습니다. 직원들이 떡이 너무 맛있다고 너무 좋아했어요! 직접 배달까지 해주시고, 감사합니다."
밭담호박,,안이곰,1.26.월,"너무 맛있어요!! 선물용으로 구매했는데, 사장님이 친절하게 포장도 잘해주시고 맛보기용으로도 먹어봤는데, 너무 맛있고 만족스러웠어요!!"
연리지 가든,,The Style Korea,3.7.토,한글 모르세요 못읽으세요. 이건 아닌 듯 해요. 어째근 잘먹었네요. 감사합니다
연리지 가든,,배부른춘식잉,2.3.화,"예약하고 방문했는데 취향과는 멀었던 곳입니다 매장이 작아서 몇 테이블 없었고 분위기도 다운되어 조용하게 식사하는 분위기예요  일단 불이 너무 약해서 고기가 잘 안익었습니다 겨우 데워지던 고기를 초벌이라고 다시 접시에 빼셨는데 어느 세월에 익을까해서 숯을 더 넣어달라고 요청했습니다 이제 속도에 맞게 초벌된 고기를 다시 구워먹으라고 하셨고 중간에 어슷썰기로 잘라주셨는데 맛이 없었어요  일하시는 분들께 뭔갈 요청해도 대답이 없으시고,, 매장에 있던 손님들도 즐거워 보이지가 않았어요 맛있고 기분 좋게 식사하실 분들께는 다른 곳을 찾아보시는걸 권유드립니다"
연리지 가든,,먹을때행복이,1.20.화,토종 흑돼지 맛있네요!!
양가형제,,맛을 찾는 사람,4.3.금,제주도에서 손꼽히는 수제 햄버거 맛집.. 햄버거에 스위스 치즈가 들어가고 육즙이 꽉차있습니다.  햄버거도 햄버거지만 양파튀김으로 유명한 곳이죠.. 굉장히 큰 양파를 통째로 튀김을 만드는데 양파와 튀김이 떨어지지않게 나오고 처음 뜨거울때 먹으니 불향도 느껴지고 굿입니다.  사장님이 가게와 버거에 프라이드가 가득하시고 열정이 있어보여 좋았습니다.
양가형제,,내가맛있다면맛있는줄알어,3.25.수,양파튀김 바로 먹으면 맛있고 햄버거는 워낙 맛있는곳이 많아서 ..개인적으로 별로였네요 근데 빵이 뭔가 퐁신하니 좀 맛있었던 기억
양가형제,,mflove00,2.22.일,한적하고 마을회관을 리모델링한 매장인데 버거도 정말 맛있고 특히 어니언링은 필히 드셔보시길 강력 추천드립니다.
양가형제,,커피좋아하는인간,2.20.금,근처에 왔다가 햄버거 생각나서 왔어요:) 여전히 사람많고 맛있어요
양가형제,,Amberr Kim,2.18.수,독특하니 맛있어요! 직원분들도 친절하시고 설명도 자세해요 주차자리 넉넉해요 ㅎㅎ 양파튀김은 호불호가 갈릴거 같아요!
양가형제,,밥을먹어요,2.18.수,"제주 서부 여행 중 만난 인생 버거집이에요! ✨ 옛 마을회관을 개조한 공간이라 분위기부터 독보적인데, 매장 앞 주차장도 넓어서 초보 운전인 저도 편하게 방문했네요. 🚗 아기 의자도 있어서 가족 단위로 오기에도 참 좋을 것 같아요.  시그니처인 양버거는 육즙이 정말 예술이고, 치즈 풍미 가득한 석버거랑 바삭한 어니언링 조합이 최고예요! 🍔🧅 특히 밀크쉐이크에 어니언링 찍어 먹는 재미가 쏠쏠합니다. 직원분들도 친절하시고 창밖 마을 풍경까지 평화로워서 힐링하고 가요. 제주 수제버거 제대로 즐기고 싶은 분들께 강추합니다! 👍💖"
양가형제,,맛과공간을리뷰,2.16.월,총점 ⭐️ 3.5 / 5 제주도에 오면 꼭 오고 싶었던 양가형제를 방문했습니다. 수제버거도 좋아하는 편이지만 제가 많이 기대했던건 어니언링이였습니다. 저희는 양버거와 새우버거 그리고 어니언링을 주문했습니다. 양버거는 두꺼운 육즙 가득한 패티가 두장에 소스로만 구성되어 있었는데요 그만큼 고기맛이 강하고 맛있었습니다. 새우버거는 패티가 바삭하고 새우의 식감이 통통씹히는 느낌이 좋았습니다. 마지막으로 제가 가장 기대한 어니언링은 큼지막한 양파라 좋았고 바삭한 튀김의 식감까지 지금까지 제가 먹어본 어니언링 중 제일 맛있었습니다👍 그리고 사장님은 처음 메뉴 설명부터 저희가 나갈때 까지 시종일관 손님들에게 굉장히 친절하셨네요😀 전치적으로 살짝 느끼한 감이 있었지만 잘 먹었습니다
저지해장국 저지포차,,아빠백통,4.4.토,음… 유명은 한데… 대춘이 좀더 나은듯 하다
저지해장국 저지포차,,santa huni,3.22.일,"여행을 하다 보면 관광지 근처 식당도 좋지만 이렇게 동네 분위기를 느낄 수 있는 곳이 더 기억에 남기도 하는데, 이번에 방문한 저지해장국 역시 그런 느낌이 들었던 곳이었습니다.  처음 방문하기 전에는 단순히 배를 채우기 위해 들른 식당이었지만, 막상 식사를 하고 나오면서 ‘아, 여기는 진짜 저지리맛집이라고 불릴 만한 곳이구나’ 하는 생각이 자연스럽게 들었습니다."
저지해장국 저지포차,,TrendFi,3.22.일,저지리 지나갍 때 아침식사로 맛이 좋았어요.
저지해장국 저지포차,,배민왕,3.3.화,"해장국 11. 내장탕 12. 주문했어요~ 해장국은 선지와 고기가 들어있고 내장탕은 칼칼합니다 ㅎ 잡내가 안나고 한끼 식사 든든하게 먹었네요 ㅎㅎ 밥리필 가능 셀프코너에 계란, 젓갈, 고추 등 가져다 드세요~"
저지해장국 저지포차,,은샘447,2.10.화,낮에는 해장국집 저녁에는 포차를 즐길 수 있는 곳이네요. 제주도에서 해장국을 즐길 수 있어요.
저지해장국 저지포차,,내돈내산 팩폭러,1.31.토,해장국과 내장탕 맛있게 잘 먹었습니다. 처음 가져다주시는 반찬만 예쁘게 담아 주시면 참 좋을 것 같다는 생각이 들더라구요. 올레길 가시게 되면 방문하면 좋을 것 같아요.
저지해장국 저지포차,,qwert5981,1.27.화,뭐 먹을지 고민하다가 남편이랑 해장국이랑 내장탕 시켜먹었어요! 저는 해장국이 더 맛있는데 남편은 내장탕이 더 맛나다네요 ㅎㅎㅎ 둘 다 맛있는걸로! 다 먹고 냉커피로 마무리까지하면 해장뚝딱👍
저지해장국 저지포차,,그루언닝,1.10.토,제주도 도민 맛집으로 유명해서 여행차 들렸는데요! 깔끔한 도가니탕과 굴해장국에 굴이 큼직하게 들어가 있어서 너무 맛있게 잘 먹었어요😋 계란 넣어서 단백함이 크고 추가반찬도 셀프코너도 깔끔해서 좋았어요 특히 김치와 깍두기 맛집이네요!!! 같이 곁들여 먹는 찬도 좋아서 해장해야 하는 날 생각 날 거 같아요~
유람위드북스,,playamc,3.28.토,"아늑한 분위기에서 책 읽으며 쉬기 좋은 보물 같은 곳입니다. 친절하고 음료, 디저트 맛도 좋아요."
유람위드북스,,탱이039,2.10.화,여행가서 북카페 들려보긴 처음인데 좋았어요~~~
유람위드북스,,하늘바라기911,1.31.토,음료 주문 또는 입장료를 내면 시간제한 없이 이용할 수 있는 곳📚 책들이 다양하고 엄청 많아서 도서관에 있는 것 같아요..! 오트 옵션이 있어서 오트라떼 마셨어요😋 사장님도 친절하셔서 기분 좋아지는 곳! 까만 고양이 롬이도 있네요🐾🩶
유람위드북스,,untetheredcat,1.20.화,유람은 사랑입니다
유람위드북스,,untetheredcat,1.19.월,"저의 최애 북카페에요 제가 가장 좋아하는 자리에 앉아서 롬이랑 놀면서 힐링 지대로 했어요 사장님이 너무 친절하시고, 공간이 주는 따스함이 가득한곳이라 매년 찾게 되네요 올해는 3일연속 오픈런 할 수 있어서 정말 행복했어요."
골든망고 신창풍차해안본점,,도리도리4150,4.8.수,사장님 넘 친절하시고 ㅎㅎ 망고쥬스 넘 맛있어요!!^^
골든망고 신창풍차해안본점,,qkr****,3.23.월,망고스무디 먹고싶어서 왔어요ㅎㅎㅇ
골든망고 신창풍차해안본점,,asdewq41,3.21.토,신창풍차해안도로를 따라 달리다가 들린 골든망고집! 메인메뉴인 골든애플망고를 주문해서 먹었는데 너무 맛있네요~~~ 무엇보다 사장님이.친절하십니다^^
골든망고 신창풍차해안본점,,주미흴피거,3.20.금,제주 여행 중에 방문했어요! 달콤한 망고쉐이크가 먹고싶었는데 여기서 먹게 되네요!! 뷰 좋은 곳에서 잘 즐기고 갑니다♥️♥️ 진짜 100% 망고로 만든거라 정말 맛있어요!! 양도 넘치게 주시고 넘 감사합니다~~
골든망고 신창풍차해안본점,,ahhhhhh54,3.5.목,너무 친절하시고 해안도로 드라이브 하다가 들러서 망고쥬스 한잔 하기 좋습니다 근처 풍차도 바로 들러서 바다랑 같이 보기 너무 좋습니다
골든망고 신창풍차해안본점,,흥인경희한의원,3.4.수,아이들이 망고를 좋아해서 제주 올때마다 먹습니다
풍차로 가는 길,,Stella254,3.31.화,"뷰맛집이에요. 커피, 과즐도 맛있습니다~"
풍차로 가는 길,,shi****,3.20.금,매장이 넓고 깨끗해요 신창풍차해안을 보러왔을 때 커피 한잔의 여유를 즐겨보는 것도 좋을 것 같아요  원두도 고소하고 맛있어요!
풍차로 가는 길,,ari****,3.20.금,주차장이 넒고 바로 앞 바다와 풍차가 있어 제주에 분위기를 즐기며 쉬다가 가기좋아요
풍차로 가는 길,,food is my life,3.20.금,풍차 바다뷰가 좋았고 카페가 무려 2층이여서 쾌적했어요 3층은 루프탑이 있어서 사진 찍기도 좋습니다!  그리고 주차자리도 넉넉해서 편하게 주차하고 쉬다가네요!
풍차로 가는 길,,dea****,3.20.금,풍력발전도 구경할겸 쉬엄쉬엄 커피마시기 좋은 장소 같습니다!
풍차로 가는 길,,thd****,3.18.수,감귤카페라떼랑 땅콩라떼 시켰는데 둘다 너무 맛있었어요! 카페도 크고 넓어서 가족끼리 와도 좋은곳같아요.
풍차로 가는 길,,sum****,3.18.수,너무 좋아요 뷰맛집~비가 와서 아쉽지만 짱입니다~바다가 한눈에~~^^
풍차로 가는 길,,ica****,3.13.금,뷰가 너무 멋지고 친절해요~ 음료도 맛있고 크로와상도 저렴하고 맛있어요♡♡♡
로비,장소 찾기 실패,해당 없음,해당 없음,해당 없음
"고산의 낮 , 고산의 밤",,lpziian,3.31.화,여행에서 돌아와서도 매일 생각나는 공간이에요 2시간동안 편안하게 혼자만의 생각 정리를 할 수 있었어요. 그리고 방명록 읽으면서 많은 위로도 받았어요. 다음번 제주 여행때도 꼭 방문할거에요!
"고산의 낮 , 고산의 밤",,정이ㅇ,3.22.일,"너무너무 하고 싶은 말이 많은 '좋은 곳'이었어요.  혼자 여행을 왔거나 혹은 생각이 많다면, 생각하기 싫거나 잔잔해지고 싶다면, 위로가 필요하다면, 혼자만의 온전한 시간이 필요하다면 이곳에 꼭 들러보세요.  요즘 일상에서 느끼기 힘든 여유라는 것을 느낄 수 있었습니다."
"고산의 낮 , 고산의 밤",,우동이65,3.18.수,매장 찾기가 조금 힘들었어요. 간판이 아주 조그맣거든요. 공간활용을 정말 잘 하신 거 같아요. 인테리어에 먼저 놀랐어요. 먼저 방문하신 분들의 방명록을 읽는 것만으로도 힐링이 되는 시간이었어요.
"고산의 낮 , 고산의 밤",,paleblue089,3.18.수,조용하고 아늑한 곳....체리하이볼도 맛있고...🍒 좋은 시간 보내고왔어요~^...^
"고산의 낮 , 고산의 밤",,사개월76,3.1.일,혼자 온 제주에서 보물같은 곳을 또 발견해 기분이 너무 좋았습니다. 고즈넉한거 좋아하시는분들 혼자 여행오시는분들에게 좋은곳입니다. 돈이 하나도 아깝지 않았어요
"고산의 낮 , 고산의 밤",,쟌망루퓌,2.25.수,제주에 이런 멋진 곳이 있었다니..... 따뜻하고 아늑하고..... 너무 좋았습니다 쉼이 필요한 분들한테 딱 좋을 장소입니다! 힐링하고 갑니당~~!
"고산의 낮 , 고산의 밤",,수박박박수,2.10.화,아무 계획 없이 온 제주에서 유일하게 예약한 일정이었어요! 방명록 읽고 쓰는 것만으로도 두시간이 훌쩍 가더라고요. 따뜻한 위로와 쉼이 있는 공간이었어요. 다음 번 제주 여행이 언제가 될 진 모르겠지만 꼭 다시 방문할게요!
"고산의 낮 , 고산의 밤",,여긴어디나는뉴규,2.1.일,꼭 다시 가고야 말겠읍니다..
한라당몰국수,,하윤8760,3.30.월,"공항가기직전 숙소근처 고기국수집 찾아보다 우연히 들렸는데, 모든재료가 제주산, 국내산인 최고의 식당... 로컬식재료라 그런지 진짜 신선하고 맛있어요! 중국산 호주산으로 범벅된 요즘 정말 보기힘든 맛집 !! 재방문의사 10000% 돔베고기 꼭드세요."
한라당몰국수,,케세라줌마3,2.26.목,고기국수를 먹었어요 김치와 깍두기가 너무 맛있어서 고기국수와 같이 먹기 좋았어요 멸치국수는 매콤하니 참고하시길
한라당몰국수,,endless86,2.22.일,돔베고기짱!! 너무 맛있어서 다시 찾았네요. 어쩜 그리 잘 삼으셨는지 배우고싶네요. 또 먹으러 올게요. ^^
한라당몰국수,,제주하나쌤,2.15.일,"한라 당몰 국수는 이번이 두번째 방문이에요.. 올레길을 걸으려고 작년 추석에 왔었는데.. 추석 당일이라 문 연곳이 없어서 우연히 찾게 되었었는데 유명한 집이라는걸 가게에 와서 알았다는요... 친절하신 사장님이 올레길 걸을거라고 추석 당일이라 과일을 챙겨 주셨던 기억이 나요.. 이번에는 설날에 올레길을 걸으러 한림쪽을 찾았는데 저녁 식사로 순대국을 먹으러 왔지요... 라스트 오더 직전에 가서 못 먹을줄 알았는데.. 다행이 든든하게 먹고 와서 너무 좋았다는요... 여기는 문앞에 고양이들도 귀여운 곳이에요... 설날에는 바람이 심하게 불어서 올레길을 걷지 못해서 다음번에도 갈 예정인데 그때도 재방문 할 예정이에요^^국수도 맛있고 수육도 맛있다는데 저는 여기 순대 국밥 진짜 맛있어요... 9,000원의 행복이랍니다"
한라당몰국수,,랑랑이215,1.27.화,넘 맛나고 다들 친절하시고 넘 만족해요 ( ͡° ͜ʖ ͡°) 제주도 오면 또 방문하고 싶은 식당입니다
한라당몰국수,,전설되고픈 중수 용구,1.24.토,야들야들 돔베고기 수육과 고기귝슈.. 제주 오면 꼭 먹어야죠 헤헤 감사히 잘 무써요.. 뭉텅뭉텅 썬 고기 식감이 참 좋아용
내가여기서이걸할줄몰랐다2,,leech1126,4.3.금,걷다가 찾은곳인데 사장님도 친절하시고 너무 맛있어요 최고
내가여기서이걸할줄몰랐다2,,juslie,3.21.토,맛있고 뷰도 좋고 너무 만족합니당 갑자기 배고파서 들어왔는데 ㅎㅎ 잘 먹고 갑니당
내가여기서이걸할줄몰랐다2,,영암32,3.17.화,뷰도 좋고 음식도 맛있어용
내가여기서이걸할줄몰랐다2,,밍밍1569,3.16.월,맛잇어요 !!!! 해장용으로도 좋아욧 👍👍 게다가 뷰까지 ㅋㅋ
찰리아저씨맛집,장소 찾기 실패,해당 없음,해당 없음,해당 없음
사이,장소 찾기 실패,해당 없음,해당 없음,해당 없음
그린사이공,,yyy49,2.11.수,사장님이 친절하시고 음식도 맛있어요🤍🤍 완전 추천합니다! 쌀국수 좋아해서 자주 올게요🙏
그린사이공,,skheo0211,2.11.수,여행 중 들렀는데 양도 많고 사장님도 매우 친절하세요! 제주 서쪽 여행하면 꼭 들러보길 추천합니다
그린사이공,,너무느린아줌마,1.31.토,너무너무 반미가 먹고싶어서 방문했어요 맛있게 잘 먹었습니다
그린사이공,,mar****,1.20.화,"매장에서 쌀국수 한그릇씩 먹고, 반미 맛집인듯해서 포장해와서 먹었어요~ 쌀국수 좋아하시면 한번쯤 올만해요~^^"
제주접짝뼈국,,pyo****,4.1.수,일 하다가 점심 먹으러 들린 곳인데 접짝뼈국 시킨 맛잘알 남편이 좋아하네요. 국물이 진하고 맛있어요. 저는 솥밥이라 더 좋더라구요.^^
제주접짝뼈국,,꿀꿀냐무,3.8.일,접짝뼈국이 처음인데 빨간국물파로 처음에는 거부감들었는데..먹어보니 세상에 너무 맛있었어요ㅠㅠ무국같기도 하고..맑은 감자탕 같기도 하고 맛표현을 할수가없이 너무 맛있게 먹었어요ㅠㅠ처음이 기억이 너무 좋아서 앞으로 자주 먹으러 다닐거같아요!!오래 장사해주세요!!
제주접짝뼈국,,정간50,1.9.금,"아저씨가 엄청 친절하진 않아요. 그렇다고 불친절한 것도 아닌 주인이 투박한 노인부부. 매장에 꼬리꼬리한 냄새 나고, 솥밥 겉이 좀 더러워서 잘못왔다 싶었는데, 너무 맛있어서 순삭했어요. 전 여기 또 올거예요 추천합니다."
테이크타임커피로스터스,,hyo****,4.6.월,어른들 모시고 왔는데 다들 만족하셨어요! 뷰도 좋고 맛도 좋아요 ㅎㅎ!!! 그리고 사장님 정말 친절하세요…💖 다음에 또 올게요!!
